id,name,credits,tags,subject,term,eligible_grades,prerequisite,corequisite,elective,schools
0305A,AP World History A,0.5,AP,Social Studies,Semester 1,10th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0305B,AP World History B,0.5,AP,Social Studies,Semester 2,10th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0306A,AP World History GT A,0.5,"AP,GT",Social Studies,Semester 1,10th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0306B,AP World History GT B,0.5,"AP,GT",Social Studies,Semester 2,10th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0307A,World History A KAP,0.5,KAP,Social Studies,Semester 1,10th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Paetow HS,Jordan HS"
0307B,World History B KAP,0.5,KAP,Social Studies,Semester 2,10th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Paetow HS,Jordan HS"
0307VIRA,KVS World History KAP A,0.5,"VIR,KAP",Social Studies,Semester 1,10th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0307VIRB,KVS World History KAP B,0.5,"VIR,KAP",Social Studies,Semester 2,10th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0307VIRKSA,KVS World History KAP A  (Summer only),0.5,"VIR,KAP",Social Studies,Semester 1,10th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0307VIRKSB,KVS World History KAP B  (Summer only),0.5,"VIR,KAP",Social Studies,Semester 2,10th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0311A,US History A,0.5,,Social Studies,Semester 1,11th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0311B,US History B,0.5,,Social Studies,Semester 2,11th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0311VIRA,KVS US History A,0.5,VIR,Social Studies,Semester 1,11th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0311VIRB,KVS US History B,0.5,VIR,Social Studies,Semester 2,11th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0311VIRKSA,KVS US History A  (Summer only),0.5,VIR,Social Studies,Semester 1,11th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0311VIRKSB,KVS US History B  (Summer only),0.5,VIR,Social Studies,Semester 2,11th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0312A,AP US History A,0.5,AP,Social Studies,Semester 1,11th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0312B,AP US History B,0.5,AP,Social Studies,Semester 2,11th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0312VIRA,KVS AP US History A,0.5,"AP,VIR",Social Studies,Semester 1,11th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0312VIRB,KVS AP US History B,0.5,"AP,VIR",Social Studies,Semester 2,11th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0312VIRKSA,KVS AP US History A,0.5,"AP,VIR",Social Studies,Semester 1,11th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0312VIRKSB,KVS AP US History B,0.5,"AP,VIR",Social Studies,Semester 2,11th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0314A,AP US History GT A,0.5,"AP,GT",Social Studies,Semester 1,11th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0314B,AP US History GT B,0.5,"AP,GT",Social Studies,Semester 2,11th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0314VIRA,KVS AP US History GT A,0.5,"AP,GT,VIR",Social Studies,Semester 1,11th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0314VIRB,KVS AP US History GT B,0.5,"AP,GT,VIR",Social Studies,Semester 2,11th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0316A,US History A (Dual Credit),0.5,DC,Social Studies,Semester 1,11th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0316B,US History B (Dual Credit),0.5,DC,Social Studies,Semester 2,11th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0320,US Government (Dual Credit),0.5,DC,Social Studies,"Semester 1, Semester 2",12th,N/A,N/A,True,"Katy HS,Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0321,US Government,0.5,,Social Studies,"Semester 1, Semester 2",12th,N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0321U,GOVT,0.5,,Social Studies,"Semester 1, Semester 2",12th,N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0321VIR,KVS Government,0.5,VIR,Social Studies,"Semester 1, Semester 2",12th,N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0321VIRKS,KVS Government  (Summer only),0.5,VIR,Social Studies,"Semester 1, Semester 2",12th,N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0322,AP US Government,0.5,AP,Social Studies,Semester 1,12th,N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0322VIR,KVS AP US Government,0.5,"AP,VIR",Social Studies,"Semester 1, Semester 2","9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0322VIRKS,KVS AP US Government  (Summer only),0.5,"AP,VIR",Social Studies,"Semester 1, Semester 2","9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0325,AP US Government GT,0.5,"AP,GT",Social Studies,"Semester 1, Semester 2",12th,N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0325VIR,KVS AP US Government GT,0.5,"AP,GT,VIR",Social Studies,"Semester 1, Semester 2",12th,N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0327,AP Comparative Government & Politics,0.5,AP,Social Studies,"Semester 1, Semester 2","11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Jordan HS"
0330,Economics (Dual Credit),0.5,DC,Social Studies,"Semester 1, Semester 2",12th,N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Jordan HS"
0331,Economics,0.5,,Social Studies,"Semester 1, Semester 2",12th,N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0331VIR,KVS Economics,0.5,VIR,Social Studies,"Semester 1, Semester 2",12th,N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0331VIRKS,KVS Economics  (Summer only),0.5,VIR,Social Studies,"Semester 1, Semester 2",12th,N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0332,AP Macro-Economics,0.5,AP,Social Studies,"Semester 1, Semester 2",12th,N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0332VIR,KVS AP Macro-Economics,0.5,"AP,VIR",Social Studies,"Semester 1, Semester 2",12th,N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0332VIRKS,KVS AP Macro-Economics  (Summer only),0.5,"AP,VIR",Social Studies,"Semester 1, Semester 2",12th,N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0335,Personal Financial Literacy,0.5,,Social Studies,"Semester 1, Semester 2","10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Morton Ranch HS,Jordan HS"
0335VIR,KVS Personal Financial Literacy,0.5,VIR,Social Studies,"Semester 1, Semester 2","10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0335VIRKS,KVS Personal Financial Literacy  (Summer only),0.5,VIR,Social Studies,"Semester 1, Semester 2","10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0336A,AP European History A,0.5,AP,Social Studies,Semester 1,"11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Jordan HS"
0336B,AP European History B,0.5,AP,Social Studies,Semester 2,"11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Jordan HS"
0336VIRA,KVS AP European History A,0.5,"AP,VIR",Social Studies,Semester 1,"11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0336VIRB,KVS AP European History B,0.5,"AP,VIR",Social Studies,Semester 2,"11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0336VIRKSA,KVS AP European History A  (Summer only),0.5,"AP,VIR",Social Studies,Semester 1,"11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0336VIRKSB,KVS AP European History B  (Summer only),0.5,"AP,VIR",Social Studies,Semester 2,"11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0337,AP Macro-Economics GT,0.5,"AP,GT",Social Studies,"Semester 1, Semester 2",12th,N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0337VIR,KVS AP Macro-Economics GT,0.5,"AP,GT,VIR",Social Studies,"Semester 1, Semester 2",12th,N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0340,PERSONAL FIN LIT & ECO,0.5,,Social Studies,"Semester 1, Semester 2","11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0340C,FND PERSONAL FIN LIT & ECO,0.5,FND,Social Studies,"Semester 1, Semester 2","11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0340I,PERSONAL FIN LIT & ECO,0.5,,Social Studies,"Semester 1, Semester 2","11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0341A,World Geography A,0.5,,Social Studies,Semester 1,9th,N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0341B,World Geography B,0.5,,Social Studies,Semester 1,9th,N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0341VIRA,KVS World Geography A,0.5,VIR,Social Studies,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0341VIRB,KVS World Geography B,0.5,VIR,Social Studies,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0341VIRKSA,KVS World Geography A  (Summer only),0.5,VIR,Social Studies,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0341VIRKSB,KVS World Geography B  (Summer only),0.5,VIR,Social Studies,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0345VIR,KVS AP Human Geography (ELECT),0.5,"AP,VIR",Social Studies,"Semester 1, Semester 2","9th, 10th, 11th, 12th","World Geography , REQUIRED:  Selecting this course for planning purposes does not guarantee enrollment into the course.  A Katy Virtual School application must be completed before course enrollment will be considered.",N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0345VIRKS,KVS AP Human Geography (ELECT)  (Summer only),0.5,"AP,VIR",Social Studies,"Semester 1, Semester 2","9th, 10th, 11th, 12th","World Geography , REQUIRED:  Selecting this course for planning purposes does not guarantee enrollment into the course.  A Katy Virtual School application must be completed before course enrollment will be considered.",N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0347A,AP Human Geography A,0.5,AP,Social Studies,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0347B,AP Human Geography B,0.5,AP,Social Studies,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0348A,AP Human Geography GT A,0.5,"AP,GT",Social Studies,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0348B,AP Human Geography GT B,0.5,"AP,GT",Social Studies,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0350,FND PERSONAL FIN LIT & ECO,0.5,FND,Social Studies,"Semester 1, Semester 2","11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0351,Sociology,0.5,,Social Studies,Semester 1,"10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0351VIR,KVS SOCIOLOGY,0.5,VIR,Social Studies,"Semester 1, Semester 2","9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0351VIRKS,KVS SOCIOLOGY,0.5,VIR,Social Studies,"Semester 1, Semester 2","9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0353A,World Geography A KAP,0.5,KAP,Social Studies,Semester 1,9th,N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Paetow HS,Jordan HS"
0353B,World Geography B KAP,0.5,KAP,Social Studies,Semester 1,9th,N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Paetow HS,Jordan HS"
0353VIRA,KVS World Geography KAP A,0.5,"VIR,KAP",Social Studies,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0353VIRB,KVS World Geography KAP B,0.5,"VIR,KAP",Social Studies,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0353VIRKSA,KVS World Geography KAP A  (Summer only),0.5,"VIR,KAP",Social Studies,Semester 1,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0353VIRKSB,KVS World Geography KAP B  (Summer only),0.5,"VIR,KAP",Social Studies,Semester 2,"9th, 10th, 11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0355,AP Micro-Economics,0.5,AP,Social Studies,"Semester 1, Semester 2","11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Paetow HS,Jordan HS"
0355VIR,KVS AP Micro-Economics,0.5,"AP,VIR",Social Studies,"Semester 1, Semester 2","11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0355VIRKS,KVS AP Micro-Economics  (Summer only),0.5,"AP,VIR",Social Studies,"Semester 1, Semester 2","11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0356,AP Micro- Economics GT,0.5,"AP,GT",Social Studies,"Semester 1, Semester 2","11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
0356VIR,KVS AP Micro- Economics GT GT,0.5,"AP,GT,VIR",Social Studies,"Semester 1, Semester 2","11th, 12th",N/A,N/A,True,"Seven Lakes HS,Raines Academy,Tompkins HS,Taylor HS,Opportunity Awareness Center,Miller Career and Tech Center,Mayde Creek HS,Cinco Ranch HS,Morton Ranch HS,Paetow HS,Jordan HS"
